CID,CST_KEY,BDATE,GEN
NASAW00021554,AW00021554,21-01-1979,
NASAW00021555,AW00021555,06-09-1979,
NASAW00021556,AW00021556,24-11-1979,
NASAW00021557,AW00021557,14-10-1979,
NASAW00021558,AW00021558,20-12-1984,
NASAW00021559,AW00021559,05-10-1978,
NASAW00021560,AW00021560,12-03-1979,
NASAW00021561,AW00021561,17-11-1977,
NASAW00021562,AW00021562,16-10-1983,
NASAW00021563,AW00021563,23-06-1977,
NASAW00021564,AW00021564,28-01-1977,
NASAW00021565,AW00021565,08-11-1983,
NASAW00021566,AW00021566,14-07-1977,
NASAW00021567,AW00021567,09-07-1982,
NASAW00021568,AW00021568,20-05-1977,
NASAW00021569,AW00021569,10-09-1981,
NASAW00021570,AW00021570,30-12-1975,
NASAW00021571,AW00021571,23-10-1975,
NASAW00021572,AW00021572,23-04-1982,
NASAW00021573,AW00021573,31-01-1975,
NASAW00021574,AW00021574,15-01-1970,
NASAW00021575,AW00021575,12-02-1962,
NASAW00021576,AW00021576,11-04-1962,
NASAW00021577,AW00021577,08-09-1939,
NASAW00021578,AW00021578,15-10-1950,
NASAW00021579,AW00021579,03-05-1940,
NASAW00021580,AW00021580,26-06-1969,
NASAW00021581,AW00021581,10-01-1969,
NASAW00021582,AW00021582,10-03-1983,
NASAW00021583,AW00021583,03-10-1977,
NASAW00021584,AW00021584,02-08-1977,
NASAW00021585,AW00021585,16-12-1977,
NASAW00021586,AW00021586,03-01-1978,
NASAW00021587,AW00021587,25-05-1983,
NASAW00021588,AW00021588,02-08-1977,
NASAW00021589,AW00021589,12-09-1975,
NASAW00021590,AW00021590,06-05-1976,
NASAW00021591,AW00021591,25-03-1976,
NASAW00021592,AW00021592,18-09-1975,
NASAW00021593,AW00021593,01-05-1975,
NASAW00021594,AW00021594,16-08-1985,
NASAW00021595,AW00021595,19-10-1982,
NASAW00021596,AW00021596,30-01-1977,
NASAW00021597,AW00021597,30-01-1982,
NASAW00021598,AW00021598,10-10-1980,
NASAW00021599,AW00021599,08-12-1980,
NASAW00021600,AW00021600,24-11-1973,
NASAW00021601,AW00021601,16-02-1979,
NASAW00021602,AW00021602,24-06-1974,
NASAW00021603,AW00021603,18-12-1973,
NASAW00021604,AW00021604,14-11-1972,
NASAW00021605,AW00021605,25-08-1975,
NASAW00021606,AW00021606,07-04-1981,
NASAW00021607,AW00021607,10-10-1975,
NASAW00021608,AW00021608,02-12-1981,
NASAW00021609,AW00021609,05-01-1976,
NASAW00021610,AW00021610,16-02-1981,
NASAW00021611,AW00021611,15-09-1975,
NASAW00021612,AW00021612,21-12-1972,
NASAW00021613,AW00021613,15-10-1972,
NASAW00021614,AW00021614,13-02-1973,
NASAW00021615,AW00021615,15-11-1972,
NASAW00021616,AW00021616,05-05-1972,
NASAW00021617,AW00021617,23-08-1982,
NASAW00021618,AW00021618,16-08-1977,
NASAW00021619,AW00021619,17-10-1971,
NASAW00021620,AW00021620,30-01-1986,
NASAW00021621,AW00021621,31-01-1980,
NASAW00021622,AW00021622,15-11-1974,
NASAW00021623,AW00021623,20-11-1974,
NASAW00021624,AW00021624,17-07-1974,
NASAW00021625,AW00021625,24-02-1975,
NASAW00021626,AW00021626,21-10-1980,
NASAW00021627,AW00021627,12-03-1980,
NASAW00021628,AW00021628,18-02-1971,
NASAW00021629,AW00021629,12-08-1976,
NASAW00021630,AW00021630,05-03-1976,
NASAW00021631,AW00021631,15-04-1976,
NASAW00021632,AW00021632,06-03-1971,
NASAW00021633,AW00021633,14-01-1971,
NASAW00021634,AW00021634,21-05-1976,
NASAW00021635,AW00021635,16-03-1976,
NASAW00021636,AW00021636,18-04-1971,
NASAW00021637,AW00021637,14-10-1980,
NASAW00021638,AW00021638,02-05-1970,
NASAW00021639,AW00021639,23-03-1975,
NASAW00021640,AW00021640,05-10-1969,
NASAW00021641,AW00021641,16-02-1981,
NASAW00021642,AW00021642,01-12-1969,
NASAW00021643,AW00021643,12-02-1970,
NASAW00021644,AW00021644,19-11-1969,
NASAW00021645,AW00021645,04-02-1970,
NASAW00021646,AW00021646,02-12-1968,
NASAW00021647,AW00021647,03-08-1968,
NASAW00021648,AW00021648,11-04-1969,
NASAW00021649,AW00021649,07-03-1969,
NASAW00021650,AW00021650,22-05-1969,
NASAW00021651,AW00021651,12-05-1969,
NASAW00021652,AW00021652,29-09-1974,
NASAW00021653,AW00021653,03-07-1968,
NASAW00021654,AW00021654,26-05-1969,
NASAW00021655,AW00021655,17-06-1974,
NASAW00021656,AW00021656,21-12-1968,
NASAW00021657,AW00021657,03-09-1968,
NASAW00021658,AW00021658,17-03-1969,
NASAW00021659,AW00021659,22-12-1968,
NASAW00021660,AW00021660,24-01-1969,
NASAW00021661,AW00021661,15-02-1984,
NASAW00021662,AW00021662,29-11-1977,
NASAW00021663,AW00021663,13-02-1978,
NASAW00021664,AW00021664,26-08-1977,
NASAW00021665,AW00021665,05-01-1979,
NASAW00021666,AW00021666,01-01-1979,
NASAW00021667,AW00021667,25-09-1978,
NASAW00021668,AW00021668,11-03-1979,
NASAW00021669,AW00021669,01-10-1978,
NASAW00021670,AW00021670,03-04-1983,
NASAW00021671,AW00021671,23-04-1978,
NASAW00021672,AW00021672,03-11-1977,
NASAW00021673,AW00021673,14-01-1978,
NASAW00021674,AW00021674,17-09-1976,
NASAW00021675,AW00021675,09-08-1976,
NASAW00021676,AW00021676,04-01-1977,
NASAW00021677,AW00021677,24-05-1977,
NASAW00021678,AW00021678,08-01-1977,
NASAW00021679,AW00021679,06-04-1977,
NASAW00021680,AW00021680,23-05-1982,
NASAW00021681,AW00021681,28-12-1976,
NASAW00021682,AW00021682,05-03-1977,
NASAW00021683,AW00021683,11-02-1982,
NASAW00021684,AW00021684,14-04-1923,
NASAW00021685,AW00021685,14-01-1980,
NASAW00021686,AW00021686,16-03-1980,
NASAW00021687,AW00021687,11-07-1979,
NASAW00021688,AW00021688,15-06-1936,
NASAW00021689,AW00021689,03-08-1936,
NASAW00021690,AW00021690,24-01-1972,
NASAW00021691,AW00021691,01-03-1972,
NASAW00021692,AW00021692,05-05-1972,
NASAW00021693,AW00021693,25-01-1972,
NASAW00021694,AW00021694,19-12-1971,
NASAW00021695,AW00021695,04-04-1972,
NASAW00021696,AW00021696,10-05-1964,
NASAW00021697,AW00021697,18-04-1959,
NASAW00021698,AW00021698,15-01-1959,
NASAW00021699,AW00021699,29-09-1959,
NASAW00021700,AW00021700,30-09-1965,
NASAW00021701,AW00021701,04-01-1961,
NASAW00021702,AW00021702,05-08-1960,
NASAW00021703,AW00021703,10-03-1961,
NASAW00021704,AW00021704,23-10-1960,
NASAW00021705,AW00021705,09-04-1962,
NASAW00021706,AW00021706,03-06-1974,
NASAW00021707,AW00021707,14-08-1973,
NASAW00021708,AW00021708,31-01-1969,
NASAW00021709,AW00021709,05-10-1969,
NASAW00021710,AW00021710,01-05-1975,
NASAW00021711,AW00021711,10-05-1964,
NASAW00021712,AW00021712,12-12-1963,
NASAW00021713,AW00021713,09-06-1964,
NASAW00021714,AW00021714,08-03-1964,
NASAW00021715,AW00021715,09-05-1969,
NASAW00021716,AW00021716,30-08-1963,
NASAW00021717,AW00021717,06-01-1976,
NASAW00021718,AW00021718,13-05-1976,
NASAW00021719,AW00021719,25-05-1965,
NASAW00021720,AW00021720,04-11-1964,
NASAW00021721,AW00021721,21-11-1964,
NASAW00021722,AW00021722,01-11-1964,
NASAW00021723,AW00021723,06-09-1977,
NASAW00021724,AW00021724,12-03-1978,
NASAW00021725,AW00021725,18-08-1983,
NASAW00021726,AW00021726,19-02-1979,
NASAW00021727,AW00021727,22-12-1978,
NASAW00021728,AW00021728,06-01-1979,
NASAW00021729,AW00021729,07-07-1984,
NASAW00021730,AW00021730,18-10-1978,
NASAW00021731,AW00021731,22-01-1979,
NASAW00021732,AW00021732,23-04-1978,
NASAW00021733,AW00021733,03-05-1977,
NASAW00021734,AW00021734,29-01-1977,
NASAW00021735,AW00021735,21-04-1982,
NASAW00021736,AW00021736,20-04-1982,
NASAW00021737,AW00021737,16-02-1968,
NASAW00021738,AW00021738,14-09-1973,
NASAW00021739,AW00021739,17-08-1973,
NASAW00021740,AW00021740,24-04-1968,
NASAW00021741,AW00021741,08-12-1972,
NASAW00021742,AW00021742,11-11-1976,
NASAW00021743,AW00021743,20-04-1971,
NASAW00021744,AW00021744,15-09-1970,
NASAW00021745,AW00021745,30-01-1970,
NASAW00021746,AW00021746,12-03-1973,
NASAW00021747,AW00021747,14-10-1967,
NASAW00021748,AW00021748,20-04-1979,
NASAW00021749,AW00021749,25-08-1947,
NASAW00021750,AW00021750,05-10-1953,
NASAW00021751,AW00021751,09-05-1948,
NASAW00021752,AW00021752,31-03-1953,
NASAW00021753,AW00021753,21-05-1948,
NASAW00021754,AW00021754,05-10-1953,
NASAW00021755,AW00021755,20-09-1948,
NASAW00021756,AW00021756,23-05-1949,
NASAW00021757,AW00021757,08-09-1954,
NASAW00021758,AW00021758,21-08-1949,
NASAW00021759,AW00021759,18-10-1949,
NASAW00021760,AW00021760,17-04-1950,
NASAW00021761,AW00021761,13-02-1950,
NASAW00021762,AW00021762,22-02-1950,
NASAW00021763,AW00021763,07-03-1962,
NASAW00021764,AW00021764,06-10-1950,
NASAW00021765,AW00021765,08-02-1962,
NASAW00021766,AW00021766,23-11-1950,
NASAW00021767,AW00021767,11-12-1951,
NASAW00021768,AW00021768,19-02-1952,
NASAW00021769,AW00021769,13-10-1951,
NASAW00021770,AW00021770,07-08-1957,
NASAW00021771,AW00021771,08-06-1952,
NASAW00021772,AW00021772,16-08-1951,
NASAW00021773,AW00021773,19-12-1951,
NASAW00021774,AW00021774,19-12-1952,
NASAW00021775,AW00021775,20-10-1952,
NASAW00021776,AW00021776,03-03-1953,
NASAW00021777,AW00021777,19-12-1952,
NASAW00021778,AW00021778,31-10-1952,
NASAW00021779,AW00021779,01-10-1958,
NASAW00021780,AW00021780,19-08-1963,
NASAW00021781,AW00021781,19-12-1952,
NASAW00021782,AW00021782,13-02-1954,Male
NASAW00021783,AW00021783,18-04-1954,Female
NASAW00021784,AW00021784,04-04-1954,Female
NASAW00021785,AW00021785,08-11-1953,Female
NASAW00021786,AW00021786,30-12-1953,Female
NASAW00021787,AW00021787,15-05-1954,Female
NASAW00021788,AW00021788,01-11-1953,Male
NASAW00021789,AW00021789,23-12-1953,Female
NASAW00021790,AW00021790,23-08-1953,Male
NASAW00021791,AW00021791,18-06-1954,Male
NASAW00021792,AW00021792,11-12-1954,Female
NASAW00021793,AW00021793,21-02-1955,Female
NASAW00021794,AW00021794,11-09-1960,Female
NASAW00021795,AW00021795,19-01-1960,Male
NASAW00021796,AW00021796,08-10-1955,Female
NASAW00021797,AW00021797,24-03-1956,Male
NASAW00021798,AW00021798,24-03-1956,Female
NASAW00021799,AW00021799,26-03-1956,Male
NASAW00021800,AW00021800,18-03-1956,Female
NASAW00021801,AW00021801,13-04-1956,Female
NASAW00021802,AW00021802,18-10-1955,Male
NASAW00021803,AW00021803,21-03-1957,Female
NASAW00021804,AW00021804,07-08-1962,Female
NASAW00021805,AW00021805,15-10-1956,Male
NASAW00021806,AW00021806,02-08-1956,Male
NASAW00021807,AW00021807,01-05-1957,Female
NASAW00021808,AW00021808,19-08-1956,Female
NASAW00021809,AW00021809,30-03-1968,Female
NASAW00021810,AW00021810,16-06-1957,Male
NASAW00021811,AW00021811,11-08-1957,Female
NASAW00021812,AW00021812,04-07-1957,Male
NASAW00021813,AW00021813,30-08-1963,Male
NASAW00021814,AW00021814,21-09-1957,Male
NASAW00021815,AW00021815,02-11-1957,Female
NASAW00021816,AW00021816,17-01-1964,Male
NASAW00021817,AW00021817,07-10-1963,Male
NASAW00021818,AW00021818,23-04-1963,Male
NASAW00021819,AW00021819,02-05-1963,Female
NASAW00021820,AW00021820,05-12-1973,Female
NASAW00021821,AW00021821,19-11-1962,Male
NASAW00021822,AW00021822,26-08-1962,Male
NASAW00021823,AW00021823,06-03-1967,Female
NASAW00021824,AW00021824,31-12-1961,Male
NASAW00021825,AW00021825,18-05-1961,Male
NASAW00021826,AW00021826,06-01-1961,Female
NASAW00021827,AW00021827,06-07-1960,Female
NASAW00021828,AW00021828,01-08-1960,Female
NASAW00021829,AW00021829,17-07-1960,Female
NASAW00021830,AW00021830,15-04-1961,Female
NASAW00021831,AW00021831,30-08-1965,Female
NASAW00021832,AW00021832,25-10-1949,Male
NASAW00021833,AW00021833,16-06-1955,Male
NASAW00021834,AW00021834,04-08-1955,Female
NASAW00021835,AW00021835,20-10-1949,Female
NASAW00021836,AW00021836,08-01-1950,Female
NASAW00021837,AW00021837,21-01-1951,Female
NASAW00021838,AW00021838,02-03-1951,Male
NASAW00021839,AW00021839,16-10-1956,Male
NASAW00021840,AW00021840,09-05-1951,Female
NASAW00021841,AW00021841,10-12-1950,Female
NASAW00021842,AW00021842,13-05-1952,Male
NASAW00021843,AW00021843,01-04-1952,Female
NASAW00021844,AW00021844,05-10-1959,Male
NASAW00021845,AW00021845,31-10-1959,Male
NASAW00021846,AW00021846,08-05-1960,Male
NASAW00021847,AW00021847,23-11-1959,Male
NASAW00021848,AW00021848,27-07-1958,Male
NASAW00021849,AW00021849,12-07-1957,Male
NASAW00021850,AW00021850,13-03-1957,Male
NASAW00021851,AW00021851,06-03-1957,Male
NASAW00021852,AW00021852,29-01-1957,Male
NASAW00021853,AW00021853,17-07-1956,Female
NASAW00021854,AW00021854,17-09-1956,Female
NASAW00021855,AW00021855,08-08-1962,Female
NASAW00021856,AW00021856,08-11-1955,Male
NASAW00021857,AW00021857,20-07-1955,Male
NASAW00021858,AW00021858,08-08-1971,Male
NASAW00021859,AW00021859,13-02-1954,Female
NASAW00021860,AW00021860,07-01-1959,Female
NASAW00021861,AW00021861,25-04-1954,Female
NASAW00021862,AW00021862,04-03-1954,Female
NASAW00021863,AW00021863,19-08-1959,Female
NASAW00021864,AW00021864,21-04-1954,Male
NASAW00021865,AW00021865,22-05-1954,Female
NASAW00021866,AW00021866,20-08-1952,Female
NASAW00021867,AW00021867,13-05-1953,Male
NASAW00021868,AW00021868,02-08-1952,Female
NASAW00021869,AW00021869,08-04-1953,Female
NASAW00021870,AW00021870,03-03-1953,Female
NASAW00021871,AW00021871,05-05-1982,Male
NASAW00021872,AW00021872,30-05-1981,Female
NASAW00021873,AW00021873,30-01-1981,Female
NASAW00021874,AW00021874,19-11-1981,Female
NASAW00021875,AW00021875,14-02-1982,Male
NASAW00021876,AW00021876,24-10-1981,Male
NASAW00021877,AW00021877,10-02-1982,Male
NASAW00021878,AW00021878,23-10-1981,Male
NASAW00021879,AW00021879,07-04-1980,Male
NASAW00021880,AW00021880,16-08-1985,Male
NASAW00021881,AW00021881,14-04-1981,Female
NASAW00021882,AW00021882,22-03-1981,Male
NASAW00021883,AW00021883,04-09-1979,Female
NASAW00021884,AW00021884,05-01-1979,Female
NASAW00021885,AW00021885,03-06-1980,Male
NASAW00021886,AW00021886,07-11-1979,Female
NASAW00021887,AW00021887,09-11-1977,Female
NASAW00021888,AW00021888,04-03-1979,Male
NASAW00021889,AW00021889,14-02-1979,Female
NASAW00021890,AW00021890,05-08-1978,Female
NASAW00021891,AW00021891,21-12-1977,Female
NASAW00021892,AW00021892,22-02-1977,Female
NASAW00021893,AW00021893,12-12-1976,Female
NASAW00021894,AW00021894,09-11-1981,Male
NASAW00021895,AW00021895,05-10-1981,Female
NASAW00021896,AW00021896,23-01-1976,Male
NASAW00021897,AW00021897,18-04-1977,Male
NASAW00021898,AW00021898,04-08-1976,Male
NASAW00021899,AW00021899,06-04-1982,Female
NASAW00021900,AW00021900,14-10-1980,Male
NASAW00021901,AW00021901,21-11-1969,Female
NASAW00021902,AW00021902,16-03-1981,Female
NASAW00021903,AW00021903,12-01-1962,Male
NASAW00021904,AW00021904,04-02-1967,Male
NASAW00021905,AW00021905,18-03-1940,Male
NASAW00021906,AW00021906,05-08-1939,Female
NASAW00021907,AW00021907,17-02-1940,Female
NASAW00021908,AW00021908,30-12-1939,Female
NASAW00021909,AW00021909,22-12-1939,Female
NASAW00021910,AW00021910,13-08-1985,Female
NASAW00021911,AW00021911,22-06-1986,Female
NASAW00021912,AW00021912,18-09-1985,Female
NASAW00021913,AW00021913,24-11-1985,Male
NASAW00021914,AW00021914,18-08-1985,Female
NASAW00021915,AW00021915,29-10-1967,Male
NASAW00021916,AW00021916,05-02-1972,Male
NASAW00021917,AW00021917,18-12-1977,Male
NASAW00021918,AW00021918,03-05-1967,Female
NASAW00021919,AW00021919,04-02-1967,Female
NASAW00021920,AW00021920,15-08-1966,Female
NASAW00021921,AW00021921,30-01-1967,Male
NASAW00021922,AW00021922,23-05-1967,Female
NASAW00021923,AW00021923,17-01-1967,Male
NASAW00021924,AW00021924,10-03-1971,Male
NASAW00021925,AW00021925,30-01-1966,Female
NASAW00021926,AW00021926,11-01-1973,Female
NASAW00021927,AW00021927,15-03-1973,Female
NASAW00021928,AW00021928,30-08-1972,Male
NASAW00021929,AW00021929,14-05-1984,Female
NASAW00021930,AW00021930,20-01-1984,Female
NASAW00021931,AW00021931,20-03-1966,Male
NASAW00021932,AW00021932,10-12-1970,Male
NASAW00021933,AW00021933,01-04-1965,Female
NASAW00021934,AW00021934,07-12-1964,Female
NASAW00021935,AW00021935,24-07-1970,Female
NASAW00021936,AW00021936,11-12-1970,Female
NASAW00021937,AW00021937,23-11-1970,Female
NASAW00021938,AW00021938,09-06-1970,Female
NASAW00021939,AW00021939,07-03-1970,Male
NASAW00021940,AW00021940,20-01-1965,Male
NASAW00021941,AW00021941,19-08-1963,Female
NASAW00021942,AW00021942,04-03-1964,Female
NASAW00021943,AW00021943,05-02-1975,Female
NASAW00021944,AW00021944,16-09-1980,Female
NASAW00021945,AW00021945,13-08-1985,Female
NASAW00021946,AW00021946,03-07-1974,Female
NASAW00021947,AW00021947,08-04-1975,Female
NASAW00021948,AW00021948,10-10-1974,Female
NASAW00021949,AW00021949,23-09-1980,Male
NASAW00021950,AW00021950,03-10-1974,Male
NASAW00021951,AW00021951,23-11-1981,Male
NASAW00021952,AW00021952,03-01-1974,Female
NASAW00021953,AW00021953,18-01-1973,Male
NASAW00021954,AW00021954,20-05-1978,Female
NASAW00021955,AW00021955,19-02-1975,Female
NASAW00021956,AW00021956,15-04-1975,Male
NASAW00021957,AW00021957,15-11-1974,Female
NASAW00021958,AW00021958,18-04-1975,Female
NASAW00021959,AW00021959,13-01-1975,Male
NASAW00021960,AW00021960,17-08-1972,Female
NASAW00021961,AW00021961,16-04-1978,Female
NASAW00021962,AW00021962,28-10-1972,Female
NASAW00021963,AW00021963,19-08-1978,Female
NASAW00021964,AW00021964,30-01-1973,Male
NASAW00021965,AW00021965,21-02-1972,Female
NASAW00021966,AW00021966,25-04-1972,Male
NASAW00021967,AW00021967,07-10-1970,Male
NASAW00021968,AW00021968,01-02-1974,Male
NASAW00021969,AW00021969,22-09-1973,Female
NASAW00021970,AW00021970,13-02-1986,Female
NASAW00021971,AW00021971,21-11-1969,Male
NASAW00021972,AW00021972,29-09-1975,Female
NASAW00021973,AW00021973,14-08-1969,Female
NASAW00021974,AW00021974,30-01-1986,Female
NASAW00021975,AW00021975,01-01-1974,Male
NASAW00021976,AW00021976,28-12-1968,Female
NASAW00021977,AW00021977,17-01-1969,Male
NASAW00021978,AW00021978,04-09-1972,Female
NASAW00021979,AW00021979,12-09-1973,Male
NASAW00021980,AW00021980,10-03-1967,Female
NASAW00021981,AW00021981,07-04-1972,Female
NASAW00021982,AW00021982,25-08-1966,Female
NASAW00021983,AW00021983,19-09-1966,Male
NASAW00021984,AW00021984,15-02-1971,Female
NASAW00021985,AW00021985,13-04-1966,Male
NASAW00021986,AW00021986,09-12-1965,Female
NASAW00021987,AW00021987,03-06-1971,Male
NASAW00021988,AW00021988,01-10-1970,Female
NASAW00021989,AW00021989,30-09-1970,Male
NASAW00021990,AW00021990,11-03-1976,Male
NASAW00021991,AW00021991,11-01-1971,Female
NASAW00021992,AW00021992,24-02-1971,Male
NASAW00021993,AW00021993,16-03-1981,Male
NASAW00021994,AW00021994,09-09-1964,Female
NASAW00021995,AW00021995,19-09-1967,Female
NASAW00021996,AW00021996,19-05-1967,Female
NASAW00021997,AW00021997,11-09-1963,Male
NASAW00021998,AW00021998,07-05-1964,Male
NASAW00021999,AW00021999,09-05-1969,Female
NASAW00022000,AW00022000,07-09-1969,Female
NASAW00022001,AW00022001,20-04-1963,Male
NASAW00022002,AW00022002,02-02-1942,Female
NASAW00022003,AW00022003,20-02-1942,Female
NASAW00022004,AW00022004,13-02-1966,Female
NASAW00022005,AW00022005,31-08-1965,Female
NASAW00022006,AW00022006,18-12-1965,Male
NASAW00022007,AW00022007,13-03-1982,Female
NASAW00022008,AW00022008,05-10-1980,Female
NASAW00022009,AW00022009,08-08-1980,Male
NASAW00022010,AW00022010,09-01-1981,Male
NASAW00022011,AW00022011,13-05-1986,Male
NASAW00022012,AW00022012,24-12-1985,Female
NASAW00022013,AW00022013,01-05-1986,Male
NASAW00022014,AW00022014,16-11-1985,Male
NASAW00022015,AW00022015,14-04-1986,Female
NASAW00022016,AW00022016,21-04-1986,Male
NASAW00022017,AW00022017,08-06-1943,Female
NASAW00022018,AW00022018,06-11-1942,Male
NASAW00022019,AW00022019,23-08-1983,Female
NASAW00022020,AW00022020,16-10-1943,Male
NASAW00022021,AW00022021,20-03-1983,Male
NASAW00022022,AW00022022,04-05-1983,Male
NASAW00022023,AW00022023,29-10-1982,Male
NASAW00022024,AW00022024,11-08-1982,Male
NASAW00022025,AW00022025,04-12-1982,Female
NASAW00022026,AW00022026,04-10-1984,Female
NASAW00022027,AW00022027,02-12-1984,Male
NASAW00022028,AW00022028,21-05-1945,Female
NASAW00022029,AW00022029,02-05-1945,Female
NASAW00022030,AW00022030,19-11-1945,Female
NASAW00022031,AW00022031,09-02-1946,Male
NASAW00022032,AW00022032,11-03-1948,Male
NASAW00022033,AW00022033,15-12-1947,Male
NASAW00022034,AW00022034,01-10-1981,Male
NASAW00022035,AW00022035,09-05-1982,Male
NASAW00022036,AW00022036,30-04-1981,Female
NASAW00022037,AW00022037,28-11-1980,Female
NASAW00022038,AW00022038,14-02-1985,Female
NASAW00022039,AW00022039,13-09-1979,Female
NASAW00022040,AW00022040,14-04-1980,Male
NASAW00022041,AW00022041,31-10-1978,Female
AW00022042,AW00022042,18-08-1983,Female
AW00022043,AW00022043,09-02-1978,Female
AW00022044,AW00022044,13-05-1983,Male
AW00022045,AW00022045,04-05-1979,Male
AW00022046,AW00022046,16-08-1984,Female
AW00022047,AW00022047,13-12-1979,Male
AW00022048,AW00022048,19-10-1972,Female
AW00022049,AW00022049,03-05-1978,Male
AW00022050,AW00022050,17-08-1973,Male
AW00022051,AW00022051,04-06-1974,Female
AW00022052,AW00022052,05-05-1979,Male
AW00022053,AW00022053,12-12-1979,Male
AW00022054,AW00022054,21-02-1974,Male
AW00022055,AW00022055,02-03-1979,Female
AW00022056,AW00022056,17-08-1984,Male
AW00022057,AW00022057,12-08-1984,Male
AW00022058,AW00022058,04-05-1984,Male
AW00022059,AW00022059,09-08-1983,Male
AW00022060,AW00022060,05-05-1984,Male
AW00022061,AW00022061,19-03-1984,Female
AW00022062,AW00022062,26-10-1983,Male
AW00022063,AW00022063,01-04-1951,Female
AW00022064,AW00022064,21-11-1950,Male
AW00022065,AW00022065,31-12-1951,Male
AW00022066,AW00022066,14-03-1982,Female
AW00022067,AW00022067,14-01-1982,Female
